class,cap-shape,cap-surface,cap-color,bruises,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,ring-type,spore-print-color,population,habitat
p,x,f,g,f,c,b,p,e,b,k,k,p,n,o,l,h,y,d
p,x,s,w,f,w,n,g,e,b,s,s,w,w,o,p,k,v,d
p,x,f,g,f,c,b,g,e,b,k,k,b,b,o,l,h,v,p
e,f,y,n,t,c,b,n,t,b,s,s,p,p,o,p,n,v,d
p,x,y,y,f,c,b,g,e,b,k,k,n,b,o,l,h,y,p
e,f,y,g,t,c,b,u,t,b,s,s,p,g,o,p,n,v,d
e,f,y,n,t,c,b,u,t,b,s,s,p,w,o,p,k,y,d
e,f,y,g,t,c,b,p,t,b,s,s,w,g,o,p,k,y,d
p,x,s,w,f,c,n,p,e,b,s,s,w,w,o,p,n,s,d
p,x,f,g,f,c,b,g,e,b,k,k,n,b,o,l,h,v,p
e,f,y,g,t,c,b,u,t,b,s,s,w,w,o,p,k,v,d
e,x,y,n,t,c,b,w,t,b,s,s,p,w,o,p,k,y,d
e,f,y,g,t,c,b,n,t,b,s,s,p,p,o,p,k,y,d
p,x,f,g,f,c,b,p,e,b,k,k,n,p,o,l,h,v,p
e,f,y,n,t,c,b,p,t,b,s,s,w,g,o,p,n,y,d
p,f,f,g,f,c,b,h,e,b,k,k,p,b,o,l,h,y,p
e,f,f,e,t,c,b,n,t,b,s,s,w,g,o,p,n,y,d
e,x,f,n,t,c,b,u,t,b,s,s,w,w,o,p,k,v,d
p,f,f,g,f,c,b,g,e,b,k,k,p,b,o,l,h,v,p
e,f,y,g,t,c,b,u,t,b,s,s,p,w,o,p,k,v,d
e,f,y,g,t,c,b,u,t,b,s,s,g,w,o,p,n,y,d
e,f,y,e,t,c,b,p,t,b,s,s,p,g,o,p,n,y,d
p,x,f,g,f,c,b,g,e,b,k,k,p,p,o,l,h,v,p
e,f,f,e,t,c,b,p,t,b,s,s,w,w,o,p,n,v,d
e,f,y,n,t,c,b,u,t,b,s,s,g,p,o,p,k,v,d
p,x,f,g,f,c,b,p,e,b,k,k,n,p,o,l,h,v,g
e,f,y,e,t,c,b,u,t,b,s,s,g,w,o,p,k,y,d
p,x,f,g,f,c,b,h,e,b,k,k,p,b,o,l,h,y,d
e,f,y,e,t,c,b,w,t,b,s,s,w,g,o,p,n,y,d
p,x,f,g,f,c,b,h,e,b,k,k,b,n,o,l,h,y,g
p,x,f,g,f,c,b,g,e,b,k,k,n,p,o,l,h,y,p
p,x,f,g,f,c,b,g,e,b,k,k,b,b,o,l,h,y,g
e,f,y,e,t,c,b,u,t,b,s,s,g,g,o,p,n,y,d
p,x,f,g,f,c,b,p,e,b,k,k,n,b,o,l,h,v,g
e,f,f,e,t,c,b,u,t,b,s,s,p,p,o,p,n,v,d
p,x,s,g,f,w,n,g,e,b,s,s,w,w,o,p,n,v,d
e,f,y,g,t,c,b,w,t,b,s,s,p,g,o,p,k,v,d
p,x,s,p,f,c,n,p,e,b,s,s,w,w,o,p,n,s,d
e,f,f,e,t,c,b,n,t,b,s,s,g,g,o,p,n,y,d
e,f,f,e,t,c,b,u,t,b,s,s,g,g,o,p,n,y,d
e,f,y,e,t,c,b,p,t,b,s,s,g,w,o,p,k,y,d
e,f,y,n,t,c,b,n,t,b,s,s,w,p,o,p,k,y,d
p,x,f,g,f,c,b,p,e,b,k,k,b,p,o,l,h,y,g
p,f,f,y,f,c,b,g,e,b,k,k,n,n,o,l,h,y,p
p,x,s,g,f,w,n,g,e,b,s,s,w,w,o,p,k,s,d
e,f,f,e,t,c,b,u,t,b,s,s,g,p,o,p,k,v,d
e,f,f,e,t,c,b,w,t,b,s,s,g,g,o,p,k,y,d
e,f,y,e,t,c,b,u,t,b,s,s,p,p,o,p,k,v,d
e,f,y,n,t,c,b,w,t,b,s,s,p,g,o,p,k,y,d
p,x,f,g,f,c,b,p,e,b,k,k,p,b,o,l,h,v,g
p,x,f,g,f,c,n,u,e,b,s,s,w,w,o,p,k,v,d
e,f,f,g,t,c,b,w,t,b,s,s,w,p,o,p,k,y,d
e,f,y,e,t,c,b,n,t,b,s,s,g,w,o,p,n,v,d
e,f,y,e,t,c,b,n,t,b,s,s,g,p,o,p,k,v,d
e,f,f,g,t,c,b,w,t,b,s,s,p,p,o,p,n,v,d
e,f,y,n,t,c,b,p,t,b,s,s,g,p,o,p,k,y,d
e,f,y,n,t,c,b,n,t,b,s,s,g,w,o,p,k,y,d
e,f,f,e,t,c,b,n,t,b,s,s,g,p,o,p,k,v,d
p,x,s,g,f,c,n,u,e,b,s,s,w,w,o,p,k,v,d
p,x,f,w,f,c,n,n,e,b,s,s,w,w,o,p,n,v,d
e,f,f,g,t,c,b,u,t,b,s,s,p,g,o,p,k,y,d
e,f,y,g,t,c,b,w,t,b,s,s,g,w,o,p,n,y,d
p,x,f,g,f,c,b,p,e,b,k,k,n,b,o,l,h,y,d
e,x,y,e,t,c,b,n,t,b,s,s,w,g,o,p,k,v,d
p,x,s,w,f,w,n,p,e,b,s,s,w,w,o,p,k,s,d
e,f,y,g,t,c,b,n,t,b,s,s,p,p,o,p,n,y,d
e,f,y,g,t,c,b,n,t,b,s,s,w,p,o,p,k,y,d
e,f,y,g,t,c,b,p,t,b,s,s,w,p,o,p,n,v,d
e,f,f,e,t,c,b,w,t,b,s,s,p,g,o,p,n,v,d
e,f,y,n,t,c,b,w,t,b,s,s,p,w,o,p,n,y,d
e,f,y,g,t,c,b,p,t,b,s,s,g,g,o,p,k,v,d
e,f,y,n,t,c,b,u,t,b,s,s,w,g,o,p,n,y,d
e,f,y,g,t,c,b,p,t,b,s,s,w,p,o,p,k,y,d
e,f,y,g,t,c,b,u,t,b,s,s,g,p,o,p,n,v,d
e,x,f,n,t,c,b,u,t,b,s,s,w,p,o,p,k,y,d
e,f,y,e,t,c,b,p,t,b,s,s,w,p,o,p,k,y,d
e,f,f,e,t,c,b,p,t,b,s,s,g,w,o,p,k,v,d
e,f,y,e,t,c,b,p,t,b,s,s,w,p,o,p,n,v,d
p,x,f,y,f,c,b,g,e,b,k,k,n,n,o,l,h,v,p
e,f,y,g,t,c,b,u,t,b,s,s,p,w,o,p,n,y,d
e,f,y,n,t,c,b,p,t,b,s,s,p,p,o,p,k,v,d
p,x,f,g,f,c,b,p,e,b,k,k,p,b,o,l,h,y,d
e,f,y,g,t,c,b,w,t,b,s,s,p,p,o,p,k,y,d
e,f,y,g,t,c,b,u,t,b,s,s,w,g,o,p,k,y,d
e,f,y,g,t,c,b,p,t,b,s,s,g,w,o,p,n,y,d
e,f,y,e,t,c,b,n,t,b,s,s,g,g,o,p,n,y,d
e,f,y,g,t,c,b,n,t,b,s,s,g,p,o,p,k,v,d
p,x,s,w,f,c,n,g,e,b,s,s,w,w,o,p,n,s,d
p,x,f,w,f,w,n,n,e,b,s,s,w,w,o,p,n,s,d
e,f,f,n,t,c,b,n,t,b,s,s,w,w,o,p,k,v,d
e,f,f,e,t,c,b,u,t,b,s,s,w,p,o,p,k,y,d
e,f,y,e,t,c,b,n,t,b,s,s,g,p,o,p,n,y,d
p,x,f,g,f,c,b,h,e,b,k,k,n,p,o,l,h,y,d
e,f,f,g,t,c,b,p,t,b,s,s,g,w,o,p,n,v,d
e,f,f,g,t,c,b,n,t,b,s,s,w,p,o,p,k,y,d
e,f,f,g,t,c,b,u,t,b,s,s,w,w,o,p,k,y,d
p,x,s,w,f,w,n,g,e,b,s,s,w,w,o,p,n,s,d
e,x,y,e,t,c,b,n,t,b,s,s,w,p,o,p,k,v,d
e,f,y,e,t,c,b,u,t,b,s,s,p,g,o,p,k,v,d
p,x,f,g,f,c,b,g,e,b,k,k,p,b,o,l,h,y,d
e,f,f,e,t,c,b,w,t,b,s,s,w,g,o,p,k,y,d
p,x,f,g,f,c,b,p,e,b,k,k,n,b,o,l,h,v,p
p,x,f,p,f,w,n,g,e,b,s,s,w,w,o,p,k,s,d
e,f,y,g,t,c,b,w,t,b,s,s,p,w,o,p,k,v,d
p,x,f,g,f,c,b,g,e,b,k,k,n,p,o,l,h,v,p
p,x,f,w,f,c,n,g,e,b,s,s,w,w,o,p,n,s,d
p,x,f,g,f,c,b,p,e,b,k,k,p,p,o,l,h,v,p
e,f,y,e,t,c,b,w,t,b,s,s,p,g,o,p,n,v,d
p,x,y,g,f,c,b,p,e,b,k,k,n,p,o,l,h,v,p
p,x,s,g,f,w,n,u,e,b,s,s,w,w,o,p,n,s,d
e,f,y,g,t,c,b,n,t,b,s,s,g,g,o,p,n,y,d
e,f,y,n,t,c,b,p,t,b,s,s,g,p,o,p,k,v,d
e,f,f,e,t,c,b,n,t,b,s,s,w,w,o,p,n,y,d
p,x,f,g,f,c,b,p,e,b,k,k,n,n,o,l,h,v,p
p,x,f,p,f,w,n,g,e,b,s,s,w,w,o,p,k,v,d
e,x,y,n,t,c,b,p,t,b,s,s,g,p,o,p,n,v,d
e,f,f,e,t,c,b,w,t,b,s,s,p,p,o,p,k,y,d
e,f,y,n,t,c,b,w,t,b,s,s,w,g,o,p,k,y,d
e,f,y,g,t,c,b,n,t,b,s,s,g,g,o,p,k,v,d
p,x,y,g,f,c,b,g,e,b,k,k,n,p,o,l,h,v,g
e,f,y,n,t,c,b,u,t,b,s,s,w,w,o,p,n,v,d
p,x,f,p,f,c,n,u,e,b,s,s,w,w,o,p,k,v,d
p,x,f,w,f,c,n,n,e,b,s,s,w,w,o,p,k,s,d
e,f,f,e,t,c,b,w,t,b,s,s,g,w,o,p,n,y,d
e,f,y,n,t,c,b,p,t,b,s,s,g,w,o,p,n,y,d
e,f,y,e,t,c,b,u,t,b,s,s,g,p,o,p,k,v,d
e,f,y,g,t,c,b,u,t,b,s,s,g,w,o,p,k,v,d
p,x,f,g,f,c,b,g,e,b,k,k,b,b,o,l,h,v,d
p,x,f,g,f,c,b,p,e,b,k,k,n,b,o,l,h,y,p
e,f,f,e,t,c,b,p,t,b,s,s,w,w,o,p,k,y,d
p,x,y,y,f,c,b,g,e,b,k,k,p,n,o,l,h,v,g
p,x,s,p,f,c,n,u,e,b,s,s,w,w,o,p,k,s,d
e,f,f,e,t,c,b,p,t,b,s,s,g,w,o,p,n,y,d
p,f,f,y,f,c,b,p,e,b,k,k,b,n,o,l,h,v,d
e,f,y,e,t,c,b,u,t,b,s,s,g,p,o,p,k,y,d
e,f,y,e,t,c,b,n,t,b,s,s,w,g,o,p,n,v,d
e,x,f,n,t,c,b,u,t,b,s,s,w,w,o,p,k,y,d
e,f,f,e,t,c,b,w,t,b,s,s,g,p,o,p,k,v,d
e,f,f,g,t,c,b,w,t,b,s,s,w,p,o,p,n,v,d
p,x,f,g,f,c,b,p,e,b,k,k,b,b,o,l,h,v,g
e,f,y,e,t,c,b,u,t,b,s,s,p,p,o,p,n,y,d
p,f,f,g,f,c,b,h,e,b,k,k,n,b,o,l,h,y,p
e,f,y,e,t,c,b,u,t,b,s,s,g,w,o,p,n,y,d
e,f,f,e,t,c,b,p,t,b,s,s,p,w,o,p,k,v,d
e,f,f,g,t,c,b,w,t,b,s,s,g,g,o,p,n,y,d
p,x,f,g,f,c,b,g,e,b,k,k,b,p,o,l,h,y,g
e,f,y,g,t,c,b,u,t,b,s,s,p,g,o,p,k,v,d
e,f,y,g,t,c,b,u,t,b,s,s,g,p,o,p,k,y,d
p,x,f,g,f,c,b,h,e,b,k,k,n,n,o,l,h,v,g
p,x,f,w,f,c,n,u,e,b,s,s,w,w,o,p,n,s,d
e,f,f,e,t,c,b,w,t,b,s,s,w,g,o,p,k,v,d
p,x,f,y,f,c,b,g,e,b,k,k,n,b,o,l,h,v,d
e,f,y,e,t,c,b,w,t,b,s,s,p,g,o,p,n,y,d
e,f,y,g,t,c,b,n,t,b,s,s,p,p,o,p,n,v,d
e,f,f,e,t,c,b,n,t,b,s,s,w,g,o,p,k,v,d
e,f,f,g,t,c,b,u,t,b,s,s,w,p,o,p,n,v,d
e,f,y,g,t,c,b,w,t,b,s,s,g,g,o,p,k,v,d
e,f,f,e,t,c,b,p,t,b,s,s,p,g,o,p,n,v,d
p,x,s,g,f,w,n,g,e,b,s,s,w,w,o,p,k,v,d
e,f,y,g,t,c,b,u,t,b,s,s,w,w,o,p,n,y,d
e,f,y,n,t,c,b,w,t,b,s,s,w,g,o,p,n,y,d
e,f,y,g,t,c,b,n,t,b,s,s,p,g,o,p,n,y,d
e,f,y,g,t,c,b,n,t,b,s,s,w,p,o,p,n,y,d
e,f,y,n,t,c,b,w,t,b,s,s,g,w,o,p,k,y,d
e,x,f,g,t,c,b,n,t,b,s,s,w,g,o,p,n,v,d
e,f,f,g,t,c,b,u,t,b,s,s,g,p,o,p,n,y,d
p,x,f,g,f,c,b,p,e,b,k,k,p,b,o,l,h,y,p
p,x,s,w,f,w,n,p,e,b,s,s,w,w,o,p,k,v,d
e,f,f,g,t,c,b,u,t,b,s,s,p,g,o,p,k,v,d
e,f,f,g,t,c,b,w,t,b,s,s,g,w,o,p,k,v,d
e,f,y,g,t,c,b,n,t,b,s,s,w,g,o,p,n,v,d
p,x,f,g,f,c,b,h,e,b,k,k,p,b,o,l,h,y,p
p,x,s,w,f,w,n,u,e,b,s,s,w,w,o,p,n,s,d
p,x,f,g,f,c,b,p,e,b,k,k,n,n,o,l,h,y,p
e,x,y,g,t,c,b,n,t,b,s,s,p,p,o,p,k,y,d
p,x,f,g,f,c,b,h,e,b,k,k,b,n,o,l,h,v,g
e,f,y,e,t,c,b,p,t,b,s,s,w,w,o,p,n,y,d
e,f,y,g,t,c,b,p,t,b,s,s,w,p,o,p,n,y,d
e,x,f,g,t,c,b,w,t,b,s,s,g,w,o,p,k,v,d
p,x,f,g,f,c,b,h,e,b,k,k,b,b,o,l,h,v,d
e,f,y,g,t,c,b,p,t,b,s,s,p,w,o,p,k,y,d
e,f,y,g,t,c,b,n,t,b,s,s,p,p,o,p,k,v,d
p,x,s,w,f,c,n,p,e,b,s,s,w,w,o,p,k,s,d
p,x,y,y,f,c,b,g,e,b,k,k,b,n,o,l,h,y,g
e,f,f,e,t,c,b,n,t,b,s,s,p,g,o,p,k,y,d
p,x,f,g,f,c,b,g,e,b,k,k,p,p,o,l,h,y,d
p,x,f,g,f,c,b,g,e,b,k,k,n,n,o,l,h,y,d
e,x,y,n,t,c,b,u,t,b,s,s,w,g,o,p,n,v,d
p,x,f,g,f,c,b,g,e,b,k,k,b,n,o,l,h,y,g
e,f,y,n,t,c,b,u,t,b,s,s,p,g,o,p,n,y,d
e,f,f,g,t,c,b,u,t,b,s,s,w,p,o,p,k,y,d
e,f,y,g,t,c,b,p,t,b,s,s,g,p,o,p,n,v,d
e,f,y,g,t,c,b,u,t,b,s,s,p,p,o,p,k,y,d
p,x,s,g,f,w,n,n,e,b,s,s,w,w,o,p,n,s,d
e,f,f,g,t,c,b,w,t,b,s,s,p,g,o,p,k,v,d
e,f,y,e,t,c,b,n,t,b,s,s,p,g,o,p,n,v,d
e,f,y,n,t,c,b,n,t,b,s,s,g,w,o,p,n,v,d
e,f,y,g,t,c,b,u,t,b,s,s,g,p,o,p,k,v,d
p,x,f,p,f,c,n,g,e,b,s,s,w,w,o,p,n,v,d
p,x,f,g,f,c,b,p,e,b,k,k,n,p,o,l,h,y,g
e,f,y,g,t,c,b,p,t,b,s,s,g,p,o,p,k,y,d
e,f,f,g,t,c,b,u,t,b,s,s,w,g,o,p,k,y,d
p,x,s,p,f,w,n,p,e,b,s,s,w,w,o,p,n,v,d
e,x,y,g,t,c,b,u,t,b,s,s,w,p,o,p,n,y,d
p,x,f,g,f,c,b,h,e,b,k,k,p,n,o,l,h,y,p
p,x,f,g,f,c,b,h,e,b,k,k,b,n,o,l,h,y,p
e,f,y,n,t,c,b,w,t,b,s,s,p,p,o,p,n,y,d
e,f,y,n,t,c,b,p,t,b,s,s,p,w,o,p,n,v,d
p,x,s,g,f,c,n,u,e,b,s,s,w,w,o,p,n,v,d
p,f,f,g,f,c,b,g,e,b,k,k,n,n,o,l,h,v,d
p,x,f,p,f,w,n,p,e,b,s,s,w,w,o,p,n,s,d
e,f,y,e,t,c,b,w,t,b,s,s,g,w,o,p,k,v,d
e,f,y,g,t,c,b,w,t,b,s,s,w,p,o,p,k,v,d
e,f,f,e,t,c,b,n,t,b,s,s,g,p,o,p,n,y,d
p,x,f,y,f,c,b,p,e,b,k,k,p,b,o,l,h,y,g
e,f,f,g,t,c,b,w,t,b,s,s,g,w,o,p,k,y,d
p,x,f,w,f,w,n,p,e,b,s,s,w,w,o,p,k,v,d
p,x,f,g,f,c,b,g,e,b,k,k,n,n,o,l,h,v,d
e,f,f,e,t,c,b,p,t,b,s,s,p,g,o,p,n,y,d
e,f,y,g,t,c,b,w,t,b,s,s,g,p,o,p,n,y,d
p,x,f,g,f,c,b,p,e,b,k,k,b,n,o,l,h,v,p
p,x,f,g,f,c,b,h,e,b,k,k,n,p,o,l,h,v,p
p,x,s,p,f,w,n,p,e,b,s,s,w,w,o,p,k,v,d
e,x,y,g,t,c,b,u,t,b,s,s,w,g,o,p,k,v,d
p,x,f,g,f,c,b,p,e,b,k,k,b,p,o,l,h,v,d
e,f,y,n,t,c,b,w,t,b,s,s,p,g,o,p,n,y,d
e,x,y,n,t,c,b,u,t,b,s,s,w,w,o,p,n,v,d
e,f,y,e,t,c,b,p,t,b,s,s,g,g,o,p,n,y,d
e,f,y,g,t,c,b,p,t,b,s,s,w,g,o,p,n,y,d
e,f,f,e,t,c,b,p,t,b,s,s,w,g,o,p,k,y,d
e,f,y,g,t,c,b,p,t,b,s,s,g,w,o,p,k,y,d
e,f,f,g,t,c,b,w,t,b,s,s,w,g,o,p,n,y,d
p,x,f,p,f,w,n,n,e,b,s,s,w,w,o,p,k,s,d
e,f,f,e,t,c,b,n,t,b,s,s,g,g,o,p,n,v,d
e,f,f,e,t,c,b,u,t,b,s,s,g,w,o,p,k,v,d
p,x,s,w,f,w,n,n,e,b,s,s,w,w,o,p,n,s,d
e,f,f,g,t,c,b,w,t,b,s,s,g,p,o,p,k,y,d
e,f,y,n,t,c,b,n,t,b,s,s,w,w,o,p,k,v,d
p,x,f,g,f,c,b,h,e,b,k,k,p,p,o,l,h,v,g
e,f,f,e,t,c,b,n,t,b,s,s,w,p,o,p,n,v,d
p,x,f,g,f,c,b,h,e,b,k,k,p,p,o,l,h,y,g
e,f,f,e,t,c,b,w,t,b,s,s,p,w,o,p,n,y,d
e,f,y,g,t,c,b,u,t,b,s,s,p,g,o,p,n,y,d
e,f,f,g,t,c,b,w,t,b,s,s,p,g,o,p,n,v,d
p,x,f,g,f,c,b,g,e,b,k,k,b,n,o,l,h,v,g
e,f,y,e,t,c,b,n,t,b,s,s,g,p,o,p,n,v,d
p,x,f,w,f,c,n,p,e,b,s,s,w,w,o,p,k,s,d
e,f,y,n,t,c,b,n,t,b,s,s,w,p,o,p,n,y,d
e,x,y,g,t,c,b,p,t,b,s,s,p,p,o,p,k,y,d
e,f,y,n,t,c,b,u,t,b,s,s,p,p,o,p,n,y,d
e,f,y,e,t,c,b,n,t,b,s,s,p,w,o,p,n,v,d
e,f,y,g,t,c,b,p,t,b,s,s,p,g,o,p,n,y,d
e,f,y,e,t,c,b,u,t,b,s,s,w,g,o,p,n,v,d
p,x,f,g,f,c,b,h,e,b,k,k,p,p,o,l,h,y,d
e,f,y,g,t,c,b,u,t,b,s,s,w,p,o,p,k,y,d
e,f,y,g,t,c,b,w,t,b,s,s,w,g,o,p,n,v,d
e,f,f,g,t,c,b,w,t,b,s,s,p,p,o,p,n,y,d
e,f,y,g,t,c,b,p,t,b,s,s,p,g,o,p,n,v,d
e,f,f,e,t,c,b,p,t,b,s,s,p,g,o,p,k,y,d
e,f,f,e,t,c,b,n,t,b,s,s,w,g,o,p,k,y,d
e,f,y,n,t,c,b,p,t,b,s,s,g,w,o,p,n,v,d
e,f,f,n,t,c,b,w,t,b,s,s,w,p,o,p,k,v,d
p,x,f,p,f,c,n,u,e,b,s,s,w,w,o,p,n,s,d
p,x,f,g,f,c,b,p,e,b,k,k,n,n,o,l,h,v,d
e,f,y,g,t,c,b,n,t,b,s,s,g,w,o,p,n,v,d
e,f,y,e,t,c,b,u,t,b,s,s,g,g,o,p,n,v,d
p,x,s,w,f,c,n,g,e,b,s,s,w,w,o,p,k,s,d
p,x,f,p,f,w,n,g,e,b,s,s,w,w,o,p,n,v,d
p,x,f,g,f,c,b,g,e,b,k,k,b,b,o,l,h,y,p
e,x,f,g,t,c,b,p,t,b,s,s,w,p,o,p,k,v,d
e,f,y,e,t,c,b,u,t,b,s,s,w,p,o,p,k,v,d
p,x,s,p,f,w,n,p,e,b,s,s,w,w,o,p,k,s,d
e,f,y,g,t,c,b,n,t,b,s,s,g,p,o,p,n,y,d
e,f,y,n,t,c,b,n,t,b,s,s,p,p,o,p,k,y,d
p,x,f,g,f,c,b,g,e,b,k,k,b,p,o,l,h,v,g
e,f,y,n,t,c,b,w,t,b,s,s,g,p,o,p,k,v,d
e,x,f,e,t,c,b,p,t,b,s,s,g,g,o,p,k,y,d
p,x,f,w,f,w,n,g,e,b,s,s,w,w,o,p,k,v,d
e,f,y,n,t,c,b,n,t,b,s,s,p,g,o,p,n,y,d
p,x,f,g,f,c,b,g,e,b,k,k,p,n,o,l,h,v,d
e,f,y,e,t,c,b,n,t,b,s,s,w,g,o,p,k,y,d
p,x,f,y,f,c,b,p,e,b,k,k,n,n,o,l,h,y,p
e,f,f,g,t,c,b,u,t,b,s,s,g,g,o,p,k,v,d
e,x,f,e,t,c,b,n,t,b,s,s,g,p,o,p,k,y,d
e,f,y,e,t,c,b,n,t,b,s,s,p,p,o,p,n,v,d
e,f,y,g,t,c,b,u,t,b,s,s,w,g,o,p,k,v,d
p,x,f,g,f,w,n,u,e,b,s,s,w,w,o,p,k,v,d
e,f,y,g,t,c,b,w,t,b,s,s,w,w,o,p,n,y,d
e,f,f,e,t,c,b,n,t,b,s,s,p,w,o,p,k,v,d
p,x,f,g,f,c,b,h,e,b,k,k,n,b,o,l,h,y,p
e,f,y,n,t,c,b,w,t,b,s,s,g,p,o,p,n,v,d
p,x,s,g,f,w,n,g,e,b,s,s,w,w,o,p,n,s,d
p,x,f,g,f,c,b,h,e,b,k,k,p,n,o,l,h,v,g
e,f,f,e,t,c,b,u,t,b,s,s,w,g,o,p,k,v,d
e,f,y,n,t,c,b,u,t,b,s,s,p,w,o,p,n,v,d
e,f,y,g,t,c,b,n,t,b,s,s,w,p,o,p,k,v,d
e,f,f,g,t,c,b,u,t,b,s,s,w,p,o,p,n,y,d
p,x,f,w,f,c,n,p,e,b,s,s,w,w,o,p,k,v,d
p,x,f,g,f,c,b,p,e,b,k,k,p,p,o,l,h,v,g
p,x,f,g,f,w,n,u,e,b,s,s,w,w,o,p,n,v,d
e,f,f,e,t,c,b,n,t,b,s,s,w,w,o,p,n,v,d
e,f,y,e,t,c,b,w,t,b,s,s,p,p,o,p,n,v,d
p,f,y,g,f,c,b,h,e,b,k,k,b,n,o,l,h,y,d
p,x,f,g,f,c,b,h,e,b,k,k,n,n,o,l,h,y,g
e,f,y,e,t,c,b,p,t,b,s,s,g,p,o,p,n,y,d
p,x,f,p,f,w,n,g,e,b,s,s,w,w,o,p,n,s,d
p,x,s,g,f,c,n,u,e,b,s,s,w,w,o,p,k,s,d
e,f,y,e,t,c,b,w,t,b,s,s,w,g,o,p,k,v,d
e,f,f,e,t,c,b,p,t,b,s,s,g,p,o,p,n,y,d
e,f,y,e,t,c,b,w,t,b,s,s,p,g,o,p,k,y,d
e,f,y,n,t,c,b,w,t,b,s,s,w,g,o,p,k,v,d
p,x,s,p,f,w,n,g,e,b,s,s,w,w,o,p,n,v,d
p,x,f,g,f,c,b,p,e,b,k,k,n,n,o,l,h,y,d
e,f,f,e,t,c,b,w,t,b,s,s,w,w,o,p,k,v,d
e,f,y,e,t,c,b,u,t,b,s,s,w,p,o,p,n,v,d
e,f,f,g,t,c,b,u,t,b,s,s,w,g,o,p,k,v,d
e,f,f,e,t,c,b,u,t,b,s,s,w,p,o,p,n,y,d
e,f,y,n,t,c,b,n,t,b,s,s,g,p,o,p,n,y,d
e,f,y,e,t,c,b,w,t,b,s,s,g,g,o,p,k,v,d
p,f,f,y,f,c,b,g,e,b,k,k,b,n,o,l,h,v,p
e,x,f,g,t,c,b,p,t,b,s,s,w,p,o,p,k,y,d
p,x,s,p,f,w,n,p,e,b,s,s,w,w,o,p,n,s,d
e,x,y,e,t,c,b,w,t,b,s,s,w,p,o,p,n,y,d
e,f,f,g,t,c,b,u,t,b,s,s,g,g,o,p,k,y,d
e,f,f,e,t,c,b,u,t,b,s,s,g,w,o,p,n,v,d
e,x,f,e,t,c,b,u,t,b,s,s,p,w,o,p,k,v,d
e,f,y,g,t,c,b,p,t,b,s,s,w,w,o,p,k,v,d
e,f,f,e,t,c,b,n,t,b,s,s,g,w,o,p,n,v,d
p,x,s,w,f,w,n,n,e,b,s,s,w,w,o,p,n,v,d
p,x,y,g,f,c,b,g,e,b,k,k,p,p,o,l,h,y,d
p,x,f,p,f,c,n,n,e,b,s,s,w,w,o,p,k,v,d
e,f,y,g,t,c,b,w,t,b,s,s,w,g,o,p,n,y,d
e,x,y,n,t,c,b,w,t,b,s,s,g,w,o,p,n,v,d
p,x,f,g,f,c,n,n,e,b,s,s,w,w,o,p,n,s,d
e,f,y,n,t,c,b,w,t,b,s,s,p,p,o,p,k,y,d
p,x,f,p,f,c,n,g,e,b,s,s,w,w,o,p,k,v,d
e,f,f,e,t,c,b,n,t,b,s,s,p,w,o,p,n,y,d
p,x,s,w,f,w,n,n,e,b,s,s,w,w,o,p,k,s,d
e,x,y,n,t,c,b,n,t,b,s,s,g,p,o,p,n,v,d
p,x,f,g,f,c,b,g,e,b,k,k,p,n,o,l,h,y,g
p,x,s,g,f,c,n,n,e,b,s,s,w,w,o,p,k,s,d
e,f,y,n,t,c,b,n,t,b,s,s,g,g,o,p,n,y,d
p,x,f,g,f,c,b,g,e,b,k,k,p,p,o,l,h,y,g
p,x,s,p,f,c,n,p,e,b,s,s,w,w,o,p,k,v,d
e,f,y,e,t,c,b,u,t,b,s,s,p,w,o,p,k,y,d
p,x,s,g,f,w,n,p,e,b,s,s,w,w,o,p,n,s,d
e,x,y,g,t,c,b,p,t,b,s,s,g,w,o,p,n,v,d
e,x,y,g,t,c,b,w,t,b,s,s,p,w,o,p,k,y,d
e,f,y,n,t,c,b,n,t,b,s,s,g,w,o,p,n,y,d
e,f,y,n,t,c,b,u,t,b,s,s,g,w,o,p,k,v,d
e,f,f,n,t,c,b,u,t,b,s,s,g,g,o,p,n,y,d
p,x,s,g,f,c,n,n,e,b,s,s,w,w,o,p,n,s,d
e,f,f,g,t,c,b,w,t,b,s,s,w,p,o,p,k,v,d
e,x,f,e,t,c,b,u,t,b,s,s,p,g,o,p,n,v,d
e,f,f,g,t,c,b,w,t,b,s,s,g,w,o,p,n,y,d
e,f,y,e,t,c,b,n,t,b,s,s,w,g,o,p,n,y,d
e,f,y,n,t,c,b,n,t,b,s,s,p,g,o,p,k,v,d
p,x,f,g,f,c,b,g,e,b,k,k,n,p,o,l,h,y,g
p,x,s,g,f,c,n,p,e,b,s,s,w,w,o,p,n,s,d
e,f,y,e,t,c,b,w,t,b,s,s,g,g,o,p,k,y,d
e,x,y,g,t,c,b,w,t,b,s,s,p,w,o,p,n,y,d
p,x,f,g,f,w,n,g,e,b,s,s,w,w,o,p,k,v,d
e,f,y,n,t,c,b,n,t,b,s,s,w,w,o,p,k,y,d
e,f,y,g,t,c,b,n,t,b,s,s,g,w,o,p,k,y,d
e,f,f,e,t,c,b,u,t,b,s,s,p,w,o,p,k,v,d
